编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,商家地址,月销量,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
4318,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao想去桃花源"，"点我对话"),想去桃花源,淘源风骨质瓷,,15076549270,,https://shop58314692.taobao.com,20,河北省唐山市,,99.6%,4.93333分,41.95%,4.93333分,29.34%,4.93333分,23.39%,,,,,,,,,,
4319,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao多币小灰灰"，"点我对话"),多币小灰灰,扬帆电子保险箱,15995506360,13646256263,,https://shop69717149.taobao.com,850,江苏省苏州市,,,4.7761分,-1.71%,4.79121分,-1.72%,4.76786分,-2.29%,,,,,,,,,,
4320,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaobingxiang0105"，"点我对话"),bingxiang0105,设计师 （Designever,,15305791087,,https://shop60312924.taobao.com,0,浙江省金华市,,98.1%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
4321,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao长沙格林尼森32"，"点我对话"),长沙格林尼森32,长沙格林尼森商行,,15874908882,,https://shop106635098.taobao.com,4,湖南省长沙市,,98.6%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
4322,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天下家无贼"，"点我对话"),天下家无贼,天下家无贼保险柜,,18923139626,,https://shop110995213.taobao.com,0,广东省佛山市,,99.7%,,,,,,,,,,,,,,,,
4323,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao安徽永发办公设备"，"点我对话"),安徽永发办公设备,安徽永发办公设备,,18949830428,,https://shop103085759.taobao.com,0,安徽省合肥市,,100%,,,,,,,,,,,,,,,,
4324,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodisney_mickey_mouse"，"点我对话"),disney_mickey_mouse,大佛山保险柜商城,13679732223,,,https://shop35058786.taobao.com,5,广东省佛山市,,99.8%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
4325,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao泷小囿"，"点我对话"),泷小囿,浙江五金批发工厂店,,18058052079,,https://shop113413814.taobao.com,427,浙江省舟山市,,98.3%,4.66667,-5.03%,4.61111,-6.32%,4.66667分,-5.17%,,,,,,,,,,
4326,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao办公当然选得力"，"点我对话"),办公当然选得力,沈阳万和兴得力办公用,,13066603864,,https://shop107218237.taobao.com,0,辽宁省沈阳市,,98.9%,,,,,,,,,,,,,,,,
4327,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao瑞君029"，"点我对话"),瑞君029,启迪玩具商城,18602990309,,,https://shop58350065.taobao.com,227,陕西省西安市,,,4.85294分,13.43%,4.88235分,17.09%,4.85294分,0.28%,,,,,,,,,,
4328,,四冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao顺风顺水138"，"点我对话"),顺风顺水138,我厂有好箱,,17092081318,,https://gzbory.taobao.com,1696,广东省广州市,,,4.86946,27.74%,4.87873,22.93%,4.88016分,21.11%,,,,,,,,,,
4329,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao广美时网购"，"点我对话"),广美时网购,广美时家居收纳,,13692467682,,https://shop63148681.taobao.com,8,广东省湛江市,,98.2%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
4330,太湖县芸美家纺有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao芸美旗舰店"，"点我对话"),芸美旗舰店,芸美旗舰店,,15399625526,,https://shop297110450.taobao.com/,145954,安徽 合肥,,,4.9273分,45.05%,4.89773分,29.74%,4.89395分,23.71%,,,,,,,,,,
4331,上海简愿贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaosmarteagle简愿专卖店"，"点我对话"),smarteagle简愿专卖店,smarteagle简愿专卖店,,15800331758,,https://shop414283361.taobao.com/,903,,,,5.0分,100%,4.997分,97.76%,4.98198分,85.83%,,,,,,,,,,
4332,上海兄联办公家具有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao洛克菲勒办公旗舰店"，"点我对话"),洛克菲勒办公旗舰店,洛克菲勒办公旗舰店,,13818490111,,https://shop145842722.taobao.com/,1198,上海,,,4.99507分,95.29%,4.9803分,82.69%,4.9803分,82.07%,,,,,,,,,,
4333,武邑鑫镒柜业有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao虎牌鑫镒专卖店"，"点我对话"),虎牌鑫镒专卖店,虎牌鑫镒专卖店,13833830631,,,https://shop107691531.taobao.com/,16451,河北 衡水,,,4.96323分,71.85%,4.95845分,68.92%,4.96227分,70.34%,,,,,,,,,,
4334,河北尖嘴鸟商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao虎牌尖嘴鸟专卖店"，"点我对话"),虎牌尖嘴鸟专卖店,虎牌尖嘴鸟专卖店,18632887678,18632887678,,https://shop494666394.taobao.com/,85543,,,,4.92分,38.76%,4.93333分,50.13%,4.97333分,79.04%,,,,,,,,,,
4335,衡水众轩商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao虎牌众轩专卖店"，"点我对话"),虎牌众轩专卖店,虎牌众轩专卖店,,18831888056,,https://shop492911206.taobao.com/,70065,河北省衡水市,,,4.97534分,81.12%,4.96547分,74.17%,4.95684分,66.07%,,,,,,,,,,
4336,衡水创思商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao虎牌创思专卖店"，"点我对话"),虎牌创思专卖店,虎牌创思专卖店,,13333180331,,https://shop427040379.taobao.com/,66403,河北省衡水市,,,4.96777分,75.33%,4.96181分,71.44%,4.95967分,68.30%,,,,,,,,,,
4337,衡水劲普商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao虎牌劲普专卖店"，"点我对话"),虎牌劲普专卖店,虎牌劲普专卖店,18617953886,13333180331,,https://shop550269751.taobao.com/,90802,,,,4.88926分,15.23%,4.89466分,21.21%,4.90351分,24.16%,,,,,,,,,,
4338,上海毓泽办公家具有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaocrn旗舰店"，"点我对话"),crn旗舰店,crn旗舰店,,15221199737,,https://shop112637532.taobao.com/,51258,江苏省 苏州市,,,4.88665分,13.23%,4.92322分,42.57%,4.91408分,32.46%,,,,,,,,,,
4339,慈溪市牧歌贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao锦昌精工旗舰店"，"点我对话"),锦昌精工旗舰店,锦昌精工旗舰店,,13336643508,,https://shop113138627.taobao.com/,20852,浙江省 宁波市,,,4.96364分,72.17%,4.94545分,59.20%,4.96364分,71.42%,,,,,,,,,,
4340,河北昆峰金属制品有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao虎牌昆峰专卖"，"点我对话"),虎牌昆峰专卖,虎牌昆峰专卖,15733811265,,,https://shop446454669.taobao.com/,27602,,,,4.95652分,66.72%,4.95751分,68.22%,4.9496分,60.38%,,,,,,,,,,
4341,宁波市北仑九虎保险箱有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鼎发九虎专卖店"，"点我对话"),鼎发九虎专卖店,鼎发九虎专卖店,18537971431,,,https://shop111596064.taobao.com/,24022,江苏省 苏州市,,,4.98283分,86.85%,4.97425分,80.74%,4.9628分,70.75%,,,,,,,,,,
4342,河北世腾金属制品有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao虎牌世腾专卖店"，"点我对话"),虎牌世腾专卖店,虎牌世腾专卖店,,13731360133,,https://shop364622927.taobao.com/,76394,,,,4.96332分,71.92%,4.95633分,67.34%,4.93188分,46.45%,,,,,,,,,,
4343,北京金甲祥和商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao金甲祥和办公专营店"，"点我对话"),金甲祥和办公专营店,金甲祥和办公专营店,,13911881724,,https://shop73012979.taobao.com/,17949,北京,,,5.0分,100%,4.99705分,97.79%,4.99558分,96.53%,,,,,,,,,,
4344,河北永越柜业有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao虎牌永越专卖店"，"点我对话"),虎牌永越专卖店,虎牌永越专卖店,,18631895598,,https://shop182222533.taobao.com/,12503,河北省衡水市,,,4.97802分,83.18%,4.93846分,53.97%,4.92088分,37.81%,,,,,,,,,,
4345,洛阳市冠杰箱柜有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鑫顺旗舰店"，"点我对话"),鑫顺旗舰店,鑫顺旗舰店,17703880298,18837929887,,https://shop480078892.taobao.com/,15789,河南 洛阳,,,4.89172分,17.12%,4.89809分,23.78%,4.86624分,0%,,,,,,,,,,
4346,北京祥和瑞丰柜业有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao虎牌祥和瑞丰专卖店"，"点我对话"),虎牌祥和瑞丰专卖店,虎牌祥和瑞丰专卖店,,13146269010,,https://shop174900209.taobao.com/,11632,北京市,,,5.0分,100%,5.0分,100%,5.0分,100%,,,,,,,,,,
4347,上海库堡国际贸易有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao迪堡旗舰店"，"点我对话"),迪堡旗舰店,迪堡旗舰店,,,18855996414,https://shop103710644.taobao.com/,11043,上海,,,4.9008分,24.07%,4.88677分,15.31%,4.86172分,0%,,,,,,,,,,
4348,苏州固家电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao固家办公用品旗舰店"，"点我对话"),固家办公用品旗舰店,固家办公用品旗舰店,15895499556,15895499556,15895499556,https://shop112065105.taobao.com/,125416,江苏省 苏州市,,,4.93158分,47.61%,4.91562分,36.87%,4.91562分,33.66%,,,,,,,,,,
4349,广州博雨箱包制品有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaobory旗舰店"，"点我对话"),bory旗舰店,bory旗舰店,18922174027,,,https://shop378483181.taobao.com/,5075,,,,4.90286分,7.23%,4.89714分,9.55%,4.88857分,0%,,,,,,,,,,
4350,义乌多成电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao得力义乌专卖店"，"点我对话"),得力义乌专卖店,得力义乌专卖店,,13819525557,,https://shop492313393.taobao.com/,21163,,,,3.16667分,34.97%,3.16667分,34.93%,3.83333分,21.33%,,,,,,,,,,
4351,洛阳虎迪商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao虎霸虎迪专卖店"，"点我对话"),虎霸虎迪专卖店,虎霸虎迪专卖店,,15716671569,,https://shop466986223.taobao.com/,10839,河南省洛阳市,,,4.83049分,0.80%,4.8594分,0%,4.86202分,0%,,,,,,,,,,
4352,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao顺德雍能"，"点我对话"),顺德雍能,振兴保险柜店,13552895733,,,https://shop100199560.taobao.com/,1,北京市,,,4.73333分,-2.06%,4.73333分,-2.57%,4.73333分,-2.62%,,,,,,,,,,
4353,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao狮盾保管箱"，"点我对话"),狮盾保管箱,狮盾保管箱,15038631521,17751102412,,https://shop116304033.taobao.com/,0,江苏省苏州市,,98.5%,,,,,,,,,,,,,,,,
4354,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao正品服务shop"，"点我对话"),正品服务shop,名牌保险箱销售中心,,,18933104783,https://shop101050891.taobao.com/,4,广东省阳江市,,99.8%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
4355,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaomzwzp"，"点我对话"),mzwzp,中山鑫鑫保险柜,,13113915525,,https://shop34788505.taobao.com/,8,广东省中山市,,99.7%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
4356,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaofushuanger66"，"点我对话"),fushuanger66,酷车宝工厂直销店,,18805844968,,https://shop152325958.taobao.com/,230,浙江省宁波市,,99.6%,4.93548分,54.12%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
4357,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaopzyeke"，"点我对话"),pzyeke,d[s34093972],,18957863621,,https://shop34093972.taobao.com,0,浙江省宁波市,,99%,,,,,,,,,,,,,,,,
4358,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao铝箱世家"，"点我对话"),铝箱世家,博雨收纳原创直销店,17160039086,17160039086,,https://shop151843811.taobao.com,621,北京市,,,4.89313分,40.83%,4.90284分,38.33%,4.89962分,34.01%,,,,,,,,,,
4359,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao一生有你_3617"，"点我对话"),一生有你_3617,奥星办公家具工厂店,,13592674043,,https://shop101066973.taobao.com,11,河南省郑州市,,99.5%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
4360,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao文件柜销售"，"点我对话"),文件柜销售,金柜箱盒企业店,,15669504718,,https://shop36237349.taobao.com,95,浙江省金华市,,,4.74167,-1.61%,4.74167,-2.08%,4.73333分,-2.36%,,,,,,,,,,
4361,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao水晶之恋201366"，"点我对话"),水晶之恋201366,中控门禁考勤一卡通,,13172443312,,https://shop110698400.taobao.com,2,广东省深圳市,,100%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
4362,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao自由操控1994"，"点我对话"),自由操控1994,深圳鸿承光纤科技,15814424601,18922877887,,https://shop100984462.taobao.com,10619,广东省深圳市,,,4.93056分,50.60%,4.93056分,44.39%,4.91549分,29.79%,,,,,,,,,,
4363,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao深圳奇正贸易"，"点我对话"),深圳奇正贸易,LENSGO朗诗歌一路有你,,13427997361,,https://shop144028682.taobao.com,0,广东省深圳市,,99.5%,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
4364,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaomaple6864"，"点我对话"),maple6864,金枫数码,13544598401,,,https://shop34303309.taobao.com,5,广东省广州市,,99.3%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
4365,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao3282唐春梅"，"点我对话"),3282唐春梅,成都诺亚方舟摄影器材,18980488010,13880376504,,https://shop63340534.taobao.com,30,四川省成都市,,99.4%,4.91304,38.14%,4.82609,-1.01%,4.91304分,27.76%,,,,,,,,,,
4366,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao曹伟13141266233"，"点我对话"),曹伟13141266233,捷诚维修服务中心,,18678779590,,https://shop58423837.taobao.com,0,山东省济南市,,99.6%,5.0分,100.00%,4.75分,-3.17%,5.0分,100.00%,,,,,,,,,,
4367,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao黄高纺织印花"，"点我对话"),黄高纺织印花,黄高纺织印花,,15356711915,,https://shop73445407.taobao.com,0,浙江省杭州市,,99.4%,,,,,,,,,,,,,,,,
4368,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao陈奕尧77"，"点我对话"),陈奕尧77,图云摄影器材,15876396104,15876396104,,https://shop129057125.taobao.com,0,广东省湛江市,,99.4%,,,,,,,,,,,,,,,,
4369,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao屋wu_629"，"点我对话"),屋wu_629,玩具电池批发商店,15818196295,,,https://shop62881973.taobao.com,152,广东省广州市,,98.3%,4.92分,48.04%,4.94分,54.83%,4.92分,38.86%,,,,,,,,,,
4370,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodxysyt"，"点我对话"),dxysyt,迪比科赛腾官方店,,18611811195,,https://shop33637007.taobao.com,48,北京市,,,4.94048,57.68%,4.94048,52.39%,4.9881分,90.13%,,,,,,,,,,
4371,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoyan5634087"，"点我对话"),yan5634087,西双版纳庆余年土特产,,18565782582,,https://shop105989571.taobao.com,0,广东省深圳市,,99.3%,4.0分,-17.23%,4.0分,-17.66%,4.0分,-17.71%,,,,,,,,,,
4372,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolengsen2000"，"点我对话"),lengsen2000,TISA缇尚品牌设计,13504972872,13504972872,,https://shop35385473.taobao.com,211,辽宁省沈阳市,,99.3%,4.63636,-4.64%,4.65909,-4.56%,4.68182分,-4.17%,,,,,,,,,,
4373,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaomyh123bbb"，"点我对话"),myh123bbb,宁红箱包,,15924268226,,https://shop63854531.taobao.com,76,浙江省金华市,,98.7%,4.82836,0.10%,4.85821,0.10%,4.85821分,0.20%,,,,,,,,,,
4374,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozhifeitian"，"点我对话"),zhifeitian,飞利浦安装照明店,17337117196,17337117196,,https://shop70181090.taobao.com,0,河南省郑州市,,98.5%,4.70548分,-4.24%,4.7637分,-3.22%,4.77055分,-3.06%,,,,,,,,,,
4375,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao半盏茶_璃香"，"点我对话"),半盏茶_璃香,半盏茶时光留影馆,18036812411,,,https://shop35333027.taobao.com,704,江苏省苏州市,,,4.90965分,35.73%,4.91842分,34.67%,4.90965分,24.94%,,,,,,,,,,
4376,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao真心为您服务21"，"点我对话"),真心为您服务21,安飞无人机科技,18795465994,15651017797,,https://shop100894749.taobao.com,2,江苏省南京市,,,4.9分,46.80%,4.88分,23.20%,4.92分,45.97%,,,,,,,,,,
4377,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaosword_cold"，"点我对话"),sword_cold,无框美术馆,,13466688900,,https://shop68563491.taobao.com,0,北京市,,100%,,,,,,,,,,,,,,,,
4378,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoyelangu2015"，"点我对话"),yelangu2015,狼王影视器材,18938641767,15012970626,,https://shop128241149.taobao.com,211,广东省深圳市,,,4.88517,18.35%,4.89474,15.80%,4.84689分,-0.67%,,,,,,,,,,
4379,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaojinghang16888"，"点我对话"),jinghang16888,深圳京航工业相机直销,,13823611350,,https://jhtech.taobao.com,107,广东省深圳市,,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
4380,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao胡俊岚"，"点我对话"),胡俊岚,宝科工程照明,,13861238096,,https://jhleddsdj888888.taobao.com,2020,江苏省常州市,,,4.97416,70.06%,4.97158,63.40%,4.96124分,50.94%,,,,,,,,,,
4381,,五冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozhonghua13758558441"，"点我对话"),zhonghua13758558441,果子布艺,,18157575550,,https://shop70837958.taobao.com,33776,,,,4.9375,65.40%,4.94395,64.38%,4.9434分,62.74%,,,,,,,,,,
4382,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao铭龙国际"，"点我对话"),铭龙国际,铭龙数码,,,15050508097,https://shop33686611.taobao.com,0,江苏省泰州市,,100%,,,,,,,,,,,,,,,,
4383,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb46993789"，"点我对话"),tb46993789,欧雅逊科技工厂直销店,,18647462395,,https://shop107641034.taobao.com,1193,内蒙古省乌兰察布市,,,4.9224分,10.09%,4.91913分,0.10%,4.91913分,0.10%,,,,,,,,,,
4384,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotl841212"，"点我对话"),tl841212,美怡韩国美发产品商社,,15102256177,,https://shop70870083.taobao.com,283,天津市,,99.2%,4.82353分,-0.51%,4.88235分,6.28%,4.88235分,3.29%,,,,,,,,,,
4385,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoszq砂"，"点我对话"),szq砂,云之琪 左岸金沙手,,15933733841,,https://shop36082151.taobao.com,172,河北省保定市,,,4.79239分,-0.75%,4.84083分,0.44%,4.79239分,-1.55%,,,,,,,,,,
4386,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao北京金典相机行二手店"，"点我对话"),北京金典相机行二手店,金典相机行索尼店,17310146364,17310142116,,https://shop100721327.taobao.com,1399,北京市,,99.8%,4.93377分,52.91%,4.97351分,78.81%,4.96689分,72.53%,,,,,,,,,,
4387,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaobosma武汉"，"点我对话"),bosma武汉,望远镜湖北总店,18627758143,18907134060,,https://shop33422033.taobao.com,4,湖北省武汉市,,99.2%,4.83333分,0.26%,4.66667分,-4.12%,4.83333分,-0.74%,,,,,,,,,,
4388,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao南京翠福装饰"，"点我对话"),南京翠福装饰,南京翠福,,13675121809,,https://shop70032303.taobao.com,0,江苏省南京市,,99.7%,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
4389,石家庄鼎顺工艺品有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鼎顺办公专营店"，"点我对话"),鼎顺办公专营店,鼎顺办公专营店,,15032118116,,https://shop595434598.taobao.com/,619719,,,,4.94816分,60.32%,4.95318分,64.98%,4.95485分,64.51%,,,,,,,,,,
4390,深圳市鑫长润科技发展有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鑫长润数码专营店"，"点我对话"),鑫长润数码专营店,鑫长润数码专营店,13802570447,13530556376,13802570447,https://shop114339693.taobao.com/,2926,广东省 深圳市,,,4.98371分,87.53%,4.98208分,86.60%,4.98208分,85.91%,,,,,,,,,,
4391,广州印特丽科技有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao嘉创旗舰店"，"点我对话"),嘉创旗舰店,嘉创旗舰店,,15818810095,,https://shop221554319.taobao.com/,0,广东 广州,,,4.85484分,0%,4.85484分,0%,4.91935分,36.61%,,,,,,,,,,
4392,惠州市齐力电子有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao齐力数码专营店"，"点我对话"),齐力数码专营店,齐力数码专营店,13422963919,,,https://shop63334579.taobao.com/,845727,广东 惠州,,,4.898分,21.89%,4.87441分,6.04%,4.87332分,0%,,,,,,,,,,
4393,昆山悦聆数码产品有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoroland罗兰悦聆专卖店"，"点我对话"),roland罗兰悦聆专卖店,roland罗兰悦聆专卖店,,18917399311,,https://shop218437189.taobao.com/,12354,上海,,,4.95054分,47.63%,4.94692分,47.29%,4.95899分,57.42%,,,,,,,,,,
